field	standardized_value	semantic_class	proposed_destination	reason	assembly_accession	biosample	organism	raw_attribute_name	raw_value	Host	Host_SD	Host_Context_SD	Host_Disease_SD	Host_Health_State_SD	Host_Production_Context_SD	Host_Anatomical_Site_SD	Isolation Source	Isolation_Source_SD	Isolation_Source_SD_Broad	Sample Type	Sample_Type_SD	Sample_Type_SD_Broad	Isolation_Site_SD	Environment_Medium_SD	Environment_Medium_SD_Broad	Environment_Broad_Scale_SD	Environment_Local_Scale_SD	Collection Date	Country
Sample_Type_SD	grain product	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_049815675.1	SAMN47883039	Acetilactobacillus jinshanensis	Host Disease	Plants: Grains: Other processed grain products	absent							fermented grains of Baijiu	fermented grains of Baijiu			grain product					plant-associated environment		2020	China
Isolation_Source_SD	uterine content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_050686515.1	SAMN48739290	Aliarcobacter sp. ERUVET-8	Isolation Source	uterine content	cow	Bos taurus						uterine content	uterine content		Whole Organism								2016	Turkey
Isolation_Source_SD	uterine contents	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_050834215.1	SAMD00623916	Staphylococcus aureus	Isolation Source	uterine contents	Canis lupus familiaris	Canis lupus familiaris						uterine contents	uterine contents										2019	Japan
Isolation_Source_SD	tracheal contents	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_050834995.1	SAMD00624139	Staphylococcus aureus	Isolation Source	tracheal contents	Felis catus	Felis catus						tracheal contents	tracheal contents										2021	Japan
Isolation_Source_SD	uterine contents	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_050835095.1	SAMD00624079	Staphylococcus aureus	Isolation Source	uterine contents	Canis lupus familiaris	Canis lupus familiaris						uterine contents	uterine contents										2021	Japan
Isolation_Source_SD	GI content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_050902095.1	SAMN36386972	Salmonella enterica	Isolation Source	GI content	Equine	Equus caballus						GI content	GI content										2020	United States
Isolation_Source_SD_Broad	medical device	unresolved	admin_review	Broad source category mixes non-source semantic classes; document or migrate.	GCA_051067675.1	SAMN49344239	Sphingobacterium multivorum	Host	Homo sapiens	Homo sapiens	Homo sapiens						catheter	catheter	medical device	Clinical sample	clinical sample	clinical/host-associated material				clinical/host-associated material		2021	France
Isolation_Source_SD	Bronchioaleveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_051329755.1	SAMN49912612	Klebsiella pneumoniae	Isolation Source	Bronchioaleveolar lavage	Homo sapiens	Homo sapiens						Bronchioaleveolar lavage	Bronchioaleveolar lavage										2025	United States
Isolation_Source_SD	Bronco-Alveolar Lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_051330085.1	SAMN41904626	Klebsiella pneumoniae	Isolation Source	Bronco-Alveolar Lavage	Homo sapiens	Homo sapiens						Bronco-Alveolar Lavage	Bronco-Alveolar Lavage										2022	Italy
Isolation_Source_SD	Bronco-Alveolar Lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_051330145.1	SAMN41904630	Klebsiella pneumoniae	Isolation Source	Bronco-Alveolar Lavage	Homo sapiens	Homo sapiens						Bronco-Alveolar Lavage	Bronco-Alveolar Lavage										2022	Italy
Isolation_Source_SD	Eviscerated content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_051448465.1	SAMN48730433	Pseudomonas aeruginosa	Isolation Source	Eviscerated content	Homo sapiens	Homo sapiens						Eviscerated content	Eviscerated content										2024	India
Isolation_Source_SD	Eviscerated contents	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_051450745.1	SAMN48730355	Staphylococcus aureus	Isolation Source	Eviscerated contents	Homo sapiens	Homo sapiens						Eviscerated contents	Eviscerated contents										2023	India
Isolation_Source_SD	Eviscerated Contents	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_051452585.1	SAMN48730221	Staphylococcus epidermidis	Isolation Source	Eviscerated Contents	Homo sapiens	Homo sapiens						Eviscerated Contents	Eviscerated Contents										2022	India
Sample_Type_SD	grain product	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_051915165.1	SAMN50000241	Bacillus cereus group sp. MYBKT14-2	Isolation Source	grain products	absent							grain products	clinical/host-associated material	clinical/host-associated material	grain products	grain product							2023	China
Sample_Type_SD	grain product	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_051915185.1	SAMN50000240	Bacillus cereus group sp. MYBKT14-1	Isolation Source	grain products	absent							grain products	clinical/host-associated material	clinical/host-associated material	grain products	grain product							2023	China
Isolation_Source_SD_Broad	molecular extract	sample_processing	Sample_Processing_SD	Broad source category mixes non-source semantic classes; document or migrate.	GCA_052044725.1	SAMN40583769	Candidatus Erwinia dacicola	Host	Bactrocera oleae	Bactrocera oleae	Bactrocera oleae							DNA extract	molecular extract	host whole body								2022	United States
Isolation_Source_SD	brochoalveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_052171935.1	SAMN50579504	Klebsiella pneumoniae	Isolation Source	brochoalveolar lavage	Homo sapiens	Homo sapiens						brochoalveolar lavage	brochoalveolar lavage										2025	United States
Sample_Type_SD	freshwater fish product	environment_medium	Environment_Medium_SD	Environmental terms should not be physical sample type values.	GCA_052789505.1	SAMN38505000	Streptococcus agalactiae	Host	fish	fish		fish					Flesh of freshwater fish, Wet market stall	clinical/host-associated material	clinical/host-associated material		freshwater fish product	aquatic food product		freshwater	water	freshwater environment		2021	Hong Kong
Sample_Type_SD	freshwater fish product	environment_medium	Environment_Medium_SD	Environmental terms should not be physical sample type values.	GCA_052789525.1	SAMN38505001	Streptococcus agalactiae	Host	fish	fish		fish					Freshwater fish spleen, Wet market stall	clinical/host-associated material	clinical/host-associated material		freshwater fish product	aquatic food product	organ/tissue site	freshwater	water	freshwater environment		2021	Hong Kong
Sample_Type_SD	freshwater fish product	environment_medium	Environment_Medium_SD	Environmental terms should not be physical sample type values.	GCA_052789605.1	SAMN38504999	Streptococcus agalactiae	Host	fish	fish		fish					Freshwater fish flesh, Wet market stall	clinical/host-associated material	clinical/host-associated material		freshwater fish product	aquatic food product		freshwater	water	freshwater environment		2021	Hong Kong
Isolation_Source_SD	Post lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_053355855.1	SAMN53091027	Escherichia coli	Isolation Source	Post lavage	Canis lupus familiaris	Canis lupus familiaris						Post lavage	Post lavage										2025	United States
Isolation_Source_SD	Chest (PUS)	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_053471385.1	SAMN48887289	Mycobacterium colombiense	Isolation Source	Chest (PUS)	Homo sapiens	Homo sapiens		infectious disease	diseased			Chest (PUS)	Chest (PUS)										2014	Thailand
Isolation_Source_SD	Elbow(PUS)-left	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_053471445.1	SAMN48887285	Mycobacterium colombiense	Isolation Source	Elbow(PUS)-left	Homo sapiens	Homo sapiens		infectious disease	diseased			Elbow(PUS)-left	Elbow(PUS)-left										2016	Thailand
Isolation_Source_SD	brochoalveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_053734975.1	SAMN53418010	Legionella pneumophila	Isolation Source	brochoalveolar lavage	Homo sapiens	Homo sapiens						brochoalveolar lavage	brochoalveolar lavage		whole organism								2025	United States
Sample_Type_SD	transport swab	collection_device	Sample_Collection_Device_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_054165545.1	SAMN50912839	Providencia stuartii	Isolation Source	transport swab	canine	Canis lupus familiaris						transport swab	clinical/host-associated material	clinical/host-associated material		transport swab	swab						2019	China
Sample_Type_SD	transport swab	collection_device	Sample_Collection_Device_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_054165555.1	SAMN50912838	Providencia stuartii	Isolation Source	transport swab	canine	Canis lupus familiaris						transport swab	clinical/host-associated material	clinical/host-associated material		transport swab	swab						2018	China
Sample_Type_SD	transport swab	collection_device	Sample_Collection_Device_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_054165585.1	SAMN50912840	Providencia stuartii	Isolation Source	transport swab	canine	Canis lupus familiaris						transport swab	clinical/host-associated material	clinical/host-associated material		transport swab	swab						2020	China
Isolation_Source_SD	Bronchioalveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_054492505.1	SAMN54592067	Acinetobacter baumannii	Isolation Source	Bronchioalveolar lavage	Homo sapiens	Homo sapiens						Bronchioalveolar lavage	Bronchioalveolar lavage										2025	United States
Host_Health_State_SD	convalescent	disease_stage	Host_Disease_Stage_SD	Disease stage should move to Host_Disease_Stage_SD.	GCA_055389265.1	SAMD01611174	Escherichia coli	Isolation Source	feces from diphtheria convalescent	absent			diphtheria	convalescent			feces from diphtheria convalescent	clinical/host-associated material	clinical/host-associated material		feces/stool	feces/stool				host-associated gut/oral/fecal environment	gut/fecal local context	2007	absent
Isolation_Source_SD	peritoneal lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_055476075.1	SAMN41648388	Klebsiella pneumoniae	Isolation Source	peritoneal lavage	Homo sapiens	Homo sapiens						peritoneal lavage	peritoneal lavage										2021	Brazil
Isolation_Source_SD_Broad	sample	metadata_descriptor	suppress/provenance only	Broad source category mixes non-source semantic classes; document or migrate.	GCA_055987595.1	SAMN55393551	Staphylococcus aureus	Host	Homo sapiens	Homo sapiens	Homo sapiens						isolation source	source/sample material	sample									2025	China
Isolation_Source_SD	purulent content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_056620055.1	SAMN56809300	Klebsiella pneumoniae	Isolation Source	purulent content	dog	Canis lupus familiaris						purulent content	purulent content										2025	Brazil
Isolation_Source_SD	ileal contents	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_057404465.1	SAMN46310808	Candidatus Neoarthromitus sp.	Isolation Source	ileal contents	chicken	Gallus gallus						ileal contents	ileal contents										2024	China
Isolation_Source_SD	ileal contents	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_057404475.1	SAMN46316199	Candidatus Neoarthromitus sp.	Isolation Source	ileal contents	chicken	Gallus gallus						ileal contents	ileal contents										2024	China
Sample_Type_SD	wound/pus swab	collection_device	Sample_Collection_Device_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_057736455.1	SAMN59911556	Streptococcus equi subsp. zooepidemicus	Sample Type	pus swab	donkey	Equus asinus									pus swab	wound/pus swab	swab	pus					2025	China
Sample_Type_SD	intestinal epithelial cells	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_902636315.1	SAMEA6139653	uncultured Wolbachia sp.	Isolation Source	WT Mouse intestinal epithelial cells	absent	Mus musculus					gastrointestinal tract	WT Mouse intestinal epithelial cells	clinical/host-associated material	clinical/host-associated material		intestinal epithelial cells	gut/host-associated material	gastrointestinal tract				gut/fecal local context	absent	absent
