raw_value,affected_rows,current_signal_type,current_recommended_action,contributing_raw_examples_if_available,reviewer_decision,proposed_destination_field,proposed_standardized_value,confidence,rationale,rule_file_to_update,rule_to_add,test_to_add,notes
Retail_87,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_87 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_89,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_89 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_9,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_9 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_91,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_91 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_93,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_93 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_95,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_95 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_97,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_97 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_99,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_99 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Ring1b_alt_ab_ChIPseq,1,raw_code_or_artifact,route_to_non_source_descriptor,Ring1b_alt_ab_ChIPseq (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Ring1b_induced_ChIPseq,1,raw_code_or_artifact,route_to_non_source_descriptor,Ring1b_induced_ChIPseq (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Ring1b_uninduced_ChIPseq,1,raw_code_or_artifact,route_to_non_source_descriptor,Ring1b_uninduced_ChIPseq (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
RNA-seq.WT.rep1,1,raw_code_or_artifact,route_to_non_source_descriptor,RNA-seq.WT.rep1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
RNA-seq.WT.rep2,1,raw_code_or_artifact,route_to_non_source_descriptor,RNA-seq.WT.rep2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
RNAPII-CTDun_WT_22C_rep1,1,raw_code_or_artifact,route_to_non_source_descriptor,RNAPII-CTDun_WT_22C_rep1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
RNAPII-CTDun_WT_22C_rep2,1,raw_code_or_artifact,route_to_non_source_descriptor,RNAPII-CTDun_WT_22C_rep2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
RNAPII-CTDun_WT_37C_rep1,1,raw_code_or_artifact,route_to_non_source_descriptor,RNAPII-CTDun_WT_37C_rep1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Room_1_E_Organism_2,1,raw_code_or_artifact,route_to_non_source_descriptor,Room_1_E_Organism_2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Room_1_E_Organism_3,1,raw_code_or_artifact,route_to_non_source_descriptor,Room_1_E_Organism_3 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Room_2_E_Organism_1,1,raw_code_or_artifact,route_to_non_source_descriptor,Room_2_E_Organism_1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Room_2_E_Organism_2,1,raw_code_or_artifact,route_to_non_source_descriptor,Room_2_E_Organism_2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Room_3_C_Organism_1,1,raw_code_or_artifact,route_to_non_source_descriptor,Room_3_C_Organism_1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Room_3_C_Organism_2,1,raw_code_or_artifact,route_to_non_source_descriptor,Room_3_C_Organism_2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Room_3_E_Organism_3,1,raw_code_or_artifact,route_to_non_source_descriptor,Room_3_E_Organism_3 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Room_3_K_Organism_1,1,raw_code_or_artifact,route_to_non_source_descriptor,Room_3_K_Organism_1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Room_4_C_Organism_4,1,raw_code_or_artifact,route_to_non_source_descriptor,Room_4_C_Organism_4 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Room_4_E_Organism_5,1,raw_code_or_artifact,route_to_non_source_descriptor,Room_4_E_Organism_5 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Room_4_E_Organism_6,1,raw_code_or_artifact,route_to_non_source_descriptor,Room_4_E_Organism_6 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
