normalized_lookup	raw_value	source_column	target_field	standardized_value	broad_value	review_status	confidence	batch_id	issue_type	severity	recommended_action
paddy rhizospheric soil	Paddy rhizospheric soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
wall biofilm	Wall biofilm	Environment (Local Scale)	Environment_Medium_SD	biofilm	source/sample/environment recovery	approved	high	preexisting	none	pass	none
contaminated air envo 01000676	contaminated air [ENVO:01000676]	Environment (Local Scale)	Environment_Medium_SD	air	source/sample/environment recovery	approved	high	preexisting	none	pass	none
bottom seawater near arviat	bottom seawater near Arviat	Environment (Local Scale)	Environment_Medium_SD	seawater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sea water surface water	sea water | surface water	Environment (Local Scale)	Environment_Medium_SD	seawater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
wastewater treatment plant envo 00002043	wastewater treatment plant [ENVO:00002043]	Environment (Local Scale)	Environment_Medium_SD	wastewater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
cow manure scat soil	cow manure scat soil	Isolation Source	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
stool sample from patient with hemolytic uremic syndrome	stool sample from patient with hemolytic uremic syndrome (HUS)	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
soil zone	soil zone	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
garden soil envo 00002263	garden soil [ENVO:00002263]	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
leafy wood soil envo 00005783	leafy wood soil [ENVO:00005783]	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sandy loam soil	sandy loam soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
inland soil	Inland soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
seawater	Sea water	Isolation Site	Environment_Medium_SD	seawater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
non saline sediment environment envo 01001049	non-saline sediment environment [ENVO_01001049]	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sewage envo 00002000	sewage [ENVO:00002000]	Environment (Local Scale)	Environment_Medium_SD	sewage	source/sample/environment recovery	approved	high	preexisting	none	pass	none
cattle blood	cattle blood	Isolation Source	Sample_Type_SD	blood	source/sample/environment recovery	approved	high	preexisting	none	pass	none
terrestrial mud volcano sediment	terrestrial mud volcano sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
stool sample from septic human participant	stool (fecal) sample from septic human participant	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
soil from poultry environment	soil from poultry environment	Isolation Source	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
stool sample from patient	stool sample from patient	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sewage influx	sewage influx	Environment (Local Scale)	Environment_Medium_SD	sewage	source/sample/environment recovery	approved	high	preexisting	none	pass	none
garden soil	Garden soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
field soil	field soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
petroleum contaminated soil	Petroleum contaminated soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
mediterranean grassland soil	Mediterranean Grassland Soil	Isolation Site	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
blood sample of melioidosis patient	blood sample of melioidosis patient	Isolation Source	Sample_Type_SD	blood	source/sample/environment recovery	approved	high	preexisting	none	pass	none
non rhizosphere soil	Non-rhizosphere soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
top soil	top soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
envo 00002045 anaerobic sediment	ENVO:00002045 anaerobic sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
selenium rich soil	Selenium rich soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
desert soil	desert soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sea water fish tank	sea water fish tank	Environment (Local Scale)	Environment_Medium_SD	seawater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
patient stool	patient stool	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
wastewater cattle	wastewater cattle	Isolation Source	Environment_Medium_SD	wastewater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
patient urine	Patient Urine	Isolation Source	Sample_Type_SD	urine	source/sample/environment recovery	approved	high	preexisting	none	pass	none
human stool sample	human stool sample	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sputum sample from patient	sputum sample from patient	Isolation Source	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
blood culture from bacteremic patient	blood culture from bacteremic patient	Isolation Source	Sample_Type_SD	blood	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sputum from a patient	Sputum from a patient	Isolation Source	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sputum from covid 19 patient	sputum from COVID-19 patient	Isolation Source	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
urine from patient	Urine from patient	Isolation Source	Sample_Type_SD	urine	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sputum of cystic fibrosis patient	sputum of cystic fibrosis patient	Isolation Source	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sputum of adult bronchiectasis patient	sputum of adult bronchiectasis patient	Isolation Source	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
meadow soil envo 00005761	meadow soil [ENVO:00005761]	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
soil beneath apple trees growing in garden with animals	Soil beneath apple trees growing in garden with animals	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
mercury contaminated soil	mercury contaminated soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
migs mims mimarks.soil	MIGS/MIMS/MIMARKS.soil	Sample Type	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
deep sediment	Deep sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
subtidal zone biofilm	subtidal zone biofilm	Environment (Local Scale)	Environment_Medium_SD	biofilm	source/sample/environment recovery	approved	high	preexisting	none	pass	none
bronchoalveolar lavage fluid	Bronchoalveolar Lavage Fluid	Environment Medium	Sample_Type_SD	bronchoalveolar lavage fluid	source/sample/environment recovery	approved	high	preexisting	none	pass	none
soil biome	Soil biome	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sputum sample from a patient with lung infection	sputum sample from a patient with lung infection	Isolation Source	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
soil of a ginseng field	Soil of a ginseng field	Isolation Site	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sludge envo 00003043	sludge [ENVO:00003043]	Environment (Local Scale)	Environment_Medium_SD	sludge	source/sample/environment recovery	approved	high	preexisting	none	pass	none
patient sputum	patient,sputum	Environment (Broad Scale)	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
surface seawater near arviat	surface seawater near Arviat	Environment (Local Scale)	Environment_Medium_SD	seawater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sandy soil	sandy soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
mariana trench sediment	Mariana Trench sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
excretion of urine	Excretion of urine	Environment (Local Scale)	Sample_Type_SD	urine	source/sample/environment recovery	approved	high	preexisting	none	pass	none
surficial sediment	Surficial sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
blood of patient with fever after tick bite innoculated in scid mouse and isolated in mkp f culture	blood of patient with fever after tick-bite innoculated in SCID mouse, and isolated in MKP-F culture	Isolation Source	Sample_Type_SD	blood	source/sample/environment recovery	approved	high	preexisting	none	pass	none
coastal seawater	Coastal seawater	Isolation Site	Environment_Medium_SD	seawater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
freshwater sediment	Freshwater sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
